tid	target_chembl_id	pref_name	tax_id	organism	target_type	uniprot	gene_symbol	prot_fam
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	Q9D6F4	GABRA4	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	Q9R0Y8	GABRG1	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P63080	GABRB3	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P50571	GABRB1	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	Q8BHJ7	GABRA5	ion channel
104715	CHEMBL2094133	GABA-A receptor; anion channel	10090	Mus musculus	PROTEIN COMPLEX GROUP	P22723	GABRG2	ion channel
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q9NZ42	PSENEN	other
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q9NZ42	PSENEN	ion channel
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	P49810	PSEN2	other
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	P49810	PSEN2	ion channel
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q92542	NCSTN	other
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q92542	NCSTN	ion channel
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	P49768	PSEN1	other
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	P49768	PSEN1	ion channel
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q96BI3	APH1A	other
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q96BI3	APH1A	ion channel
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q8WW43	APH1B	other
104717	CHEMBL2094135	Gamma-secretase	9606	Homo sapiens	PROTEIN COMPLEX	Q8WW43	APH1B	ion channel
104720	CHEMBL2094138	cAMP-dependent protein kinase (PKA)	9606	Homo sapiens	PROTEIN FAMILY	P17612	PRKACA	kinase
104720	CHEMBL2094138	cAMP-dependent protein kinase (PKA)	9606	Homo sapiens	PROTEIN FAMILY	P22694	PRKACB	kinase
104722	CHEMBL2094250	Angiotensin II receptor (AT-1) type-1	10116	Rattus norvegicus	PROTEIN FAMILY	P29089	AGTR1	other
104722	CHEMBL2094250	Angiotensin II receptor (AT-1) type-1	10116	Rattus norvegicus	PROTEIN FAMILY	P25095	AGTR1	other
104723	CHEMBL2094251	Adrenergic receptor alpha-1	9606	Homo sapiens	PROTEIN FAMILY	P35348	ADRA1A	other
104723	CHEMBL2094251	Adrenergic receptor alpha-1	9606	Homo sapiens	PROTEIN FAMILY	P35368	ADRA1B	other
104723	CHEMBL2094251	Adrenergic receptor alpha-1	9606	Homo sapiens	PROTEIN FAMILY	P25100	ADRA1D	other
104725	CHEMBL2094253	Cyclooxygenase	9606	Homo sapiens	PROTEIN FAMILY	P35354	PTGS2	other
104725	CHEMBL2094253	Cyclooxygenase	9606	Homo sapiens	PROTEIN FAMILY	P23219	PTGS1	other
104726	CHEMBL2094254	Cysteinyl leukotriene receptor	9606	Homo sapiens	PROTEIN FAMILY	Q9Y271	CYSLTR1	other
104727	CHEMBL2094255	DNA topoisomerase II	9606	Homo sapiens	PROTEIN FAMILY	Q02880	TOP2B	other
104727	CHEMBL2094255	DNA topoisomerase II	9606	Homo sapiens	PROTEIN FAMILY	P11388	TOP2A	other
104728	CHEMBL2094256	Angiotensin II receptor	9606	Homo sapiens	PROTEIN FAMILY	P50052	AGTR2	other
104728	CHEMBL2094256	Angiotensin II receptor	9606	Homo sapiens	PROTEIN FAMILY	P30556	AGTR1	other
104729	CHEMBL2094257	Adenosine A2 receptor	9606	Homo sapiens	PROTEIN FAMILY	P29274	ADORA2A	other
104729	CHEMBL2094257	Adenosine A2 receptor	9606	Homo sapiens	PROTEIN FAMILY	P29275	ADORA2B	other
104730	CHEMBL2094258	Nuclear factor NF-kappa-B complex	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q04206	RELA	other
104730	CHEMBL2094258	Nuclear factor NF-kappa-B complex	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P19838	NFKB1	other
104730	CHEMBL2094258	Nuclear factor NF-kappa-B complex	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q00653	NFKB2	other
104731	CHEMBL2094266	Protein kinase C (PKC)	10116	Rattus norvegicus	PROTEIN FAMILY	P63319	PRKCG	kinase
104731	CHEMBL2094266	Protein kinase C (PKC)	10116	Rattus norvegicus	PROTEIN FAMILY	Q64617	PRKCH	kinase
104731	CHEMBL2094266	Protein kinase C (PKC)	10116	Rattus norvegicus	PROTEIN FAMILY	Q64617		kinase
104731	CHEMBL2094266	Protein kinase C (PKC)	10116	Rattus norvegicus	PROTEIN FAMILY	P09217	PRKCZ	kinase
104732	CHEMBL2094267	Phosphodiesterase 4	10116	Rattus norvegicus	PROTEIN FAMILY	P14270	PDE4D	other
104732	CHEMBL2094267	Phosphodiesterase 4	10116	Rattus norvegicus	PROTEIN FAMILY	P14646	PDE4B	other
104733	CHEMBL2094268	Melatonin receptor	9606	Homo sapiens	PROTEIN FAMILY	P48039	MTNR1A	other
104733	CHEMBL2094268	Melatonin receptor	9606	Homo sapiens	PROTEIN FAMILY	P49286	MTNR1B	other
104735	CHEMBL2095150	Phosphodiesterase 1	9606	Homo sapiens	PROTEIN FAMILY	P54750	PDE1A	other
104735	CHEMBL2095150	Phosphodiesterase 1	9606	Homo sapiens	PROTEIN FAMILY	Q01064	PDE1B	other
104735	CHEMBL2095150	Phosphodiesterase 1	9606	Homo sapiens	PROTEIN FAMILY	Q14123	PDE1C	other
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q14654	KCNJ11	other
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q14654	KCNJ11	ion channel
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O60706	ABCC9	other
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	O60706	ABCC9	ion channel
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q15842	KCNJ8	other
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q15842	KCNJ8	ion channel
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q09428	ABCC8	other
104737	CHEMBL2095152	Sulfonylurea receptors; K-ATP channels	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q09428	ABCC8	ion channel
104742	CHEMBL2095157	Cyclooxygenase	10116	Rattus norvegicus	PROTEIN FAMILY	P35355	PTGS2	other
104743	CHEMBL2095158	Adrenergic receptor alpha-2	9606	Homo sapiens	PROTEIN FAMILY	P18825	ADRA2C	other
104743	CHEMBL2095158	Adrenergic receptor alpha-2	9606	Homo sapiens	PROTEIN FAMILY	P08913	ADRA2A	other
104743	CHEMBL2095158	Adrenergic receptor alpha-2	9606	Homo sapiens	PROTEIN FAMILY	P18089	ADRA2B	other
104744	CHEMBL2095159	Serotonin 1 (5-HT1) receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P28564	HTR1B	other
104745	CHEMBL2095160	Leukotriene B4 receptor	9606	Homo sapiens	PROTEIN FAMILY	Q9NPC1	LTB4R2	other
104746	CHEMBL2095161	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9Y6Q9	NCOA3	other
104746	CHEMBL2095161	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q9Y6Q9	NCOA3	nuclear_receptor
104746	CHEMBL2095161	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P37231	PPARG	other
104746	CHEMBL2095161	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 3	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P37231	PPARG	nuclear_receptor
104747	CHEMBL2095162	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P37231	PPARG	other
104747	CHEMBL2095162	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P37231	PPARG	nuclear_receptor
104747	CHEMBL2095162	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q15788	NCOA1	other
104747	CHEMBL2095162	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 1	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q15788	NCOA1	nuclear_receptor
104748	CHEMBL2095163	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q15596	NCOA2	nuclear_receptor
104748	CHEMBL2095163	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	Q15596	NCOA2	other
104748	CHEMBL2095163	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P37231	PPARG	nuclear_receptor
104748	CHEMBL2095163	Peroxisome proliferator-activated receptor gamma/Nuclear receptor coactivator 2	9606	Homo sapiens	PROTEIN-PROTEIN INTERACTION	P37231	PPARG	other
104749	CHEMBL2095164	Geranylgeranyl transferase type I	9606	Homo sapiens	PROTEIN COMPLEX	P49354	FNTA	other
104749	CHEMBL2095164	Geranylgeranyl transferase type I	9606	Homo sapiens	PROTEIN COMPLEX	P53609	PGGT1B	other
104750	CHEMBL2095165	Heat shock protein HSP90	9606	Homo sapiens	PROTEIN FAMILY	P07900	HSP90AA1	other
104750	CHEMBL2095165	Heat shock protein HSP90	9606	Homo sapiens	PROTEIN FAMILY	P08238	HSP90AB1	other
104751	CHEMBL2095166	Adrenergic receptor beta	10116	Rattus norvegicus	PROTEIN FAMILY	P26255		other
104751	CHEMBL2095166	Adrenergic receptor beta	10116	Rattus norvegicus	PROTEIN FAMILY	P26255	ADRB3	other
104752	CHEMBL2095167	GABA-A receptor; alpha-1/beta-2/gamma-2	10116	Rattus norvegicus	PROTEIN COMPLEX	P63138	GABRB2	ion channel
104752	CHEMBL2095167	GABA-A receptor; alpha-1/beta-2/gamma-2	10116	Rattus norvegicus	PROTEIN COMPLEX	P62813	GABRA1	ion channel
104752	CHEMBL2095167	GABA-A receptor; alpha-1/beta-2/gamma-2	10116	Rattus norvegicus	PROTEIN COMPLEX	P18508	GABRG2	ion channel
104753	CHEMBL2095168	Hemoglobin HbA	9606	Homo sapiens	PROTEIN COMPLEX	P69905	HBA1	other
104753	CHEMBL2095168	Hemoglobin HbA	9606	Homo sapiens	PROTEIN COMPLEX	P69905	HBA2	other
104757	CHEMBL2095172	GABA-A receptor; alpha-1/beta-2/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P18507	GABRG2	ion channel
104757	CHEMBL2095172	GABA-A receptor; alpha-1/beta-2/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P47870	GABRB2	ion channel
104757	CHEMBL2095172	GABA-A receptor; alpha-1/beta-2/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P14867	GABRA1	ion channel
104758	CHEMBL2095173	Potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX	P51164	ATP4B	other
104758	CHEMBL2095173	Potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX	P20648	ATP4A	other
104759	CHEMBL2095174	SUMO-activating enzyme	9606	Homo sapiens	PROTEIN COMPLEX	Q9UBE0	SAE1	other
104759	CHEMBL2095174	SUMO-activating enzyme	9606	Homo sapiens	PROTEIN COMPLEX	Q9UBT2	UBA2	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P07451	CA3	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	O43570	CA12	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	Q16790	CA9	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P00915	CA1	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	Q9Y2D0	CA5B	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P43166	CA7	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P23280	CA6	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P35218	CA5A	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	Q9ULX7	CA14	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P22748	CA4	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	Q8N1Q1	CA13	other
104764	CHEMBL2095180	Carbonic anhydrase	9606	Homo sapiens	PROTEIN FAMILY	P00918	CA2	other
104765	CHEMBL2095181	Opioid receptors; mu/kappa/delta	9606	Homo sapiens	PROTEIN FAMILY	P35372	OPRM1	other
104765	CHEMBL2095181	Opioid receptors; mu/kappa/delta	9606	Homo sapiens	PROTEIN FAMILY	P41143	OPRD1	other
104765	CHEMBL2095181	Opioid receptors; mu/kappa/delta	9606	Homo sapiens	PROTEIN FAMILY	P41145	OPRK1	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q71U36	TUBA1A	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q9BQE3	TUBA1C	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q9BUF5	TUBB6	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q13885	TUBB2A	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q9BVA1	TUBB2B	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q13509	TUBB3	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P68366	TUBA4A	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P68363	TUBA1B	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P04350	TUBB4A	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q9H4B7	TUBB1	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P0DPH7	TUBA3C	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P07437	TUBB	other
104766	CHEMBL2095182	Tubulin	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P68371	TUBB4B	other
104768	CHEMBL2095184	Integrin alpha-4/beta-7	9606	Homo sapiens	PROTEIN COMPLEX	P13612	ITGA4	other
104768	CHEMBL2095184	Integrin alpha-4/beta-7	9606	Homo sapiens	PROTEIN COMPLEX	P26010	ITGB7	other
104769	CHEMBL2095185	Cholecystokinin receptor	9606	Homo sapiens	PROTEIN FAMILY	P32238	CCKAR	other
104769	CHEMBL2095185	Cholecystokinin receptor	9606	Homo sapiens	PROTEIN FAMILY	P32239	CCKBR	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P14415	ATP1B2	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P14415	ATP1B2	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q13733	ATP1A4	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q13733	ATP1A4	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P13637	ATP1A3	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P13637	ATP1A3	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P54710	FXYD2	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P54710	FXYD2	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P50993	ATP1A2	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P50993	ATP1A2	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P05023	ATP1A1	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P05023	ATP1A1	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P05026	ATP1B1	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P05026	ATP1B1	ion channel
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P54709	ATP1B3	other
104770	CHEMBL2095186	Sodium/potassium-transporting ATPase	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P54709	ATP1B3	ion channel
104772	CHEMBL2095188	Glycogen synthase kinase-3	9606	Homo sapiens	PROTEIN FAMILY	P49840	GSK3A	kinase
104772	CHEMBL2095188	Glycogen synthase kinase-3	9606	Homo sapiens	PROTEIN FAMILY	P49841	GSK3B	kinase
104773	CHEMBL2095189	Platelet-derived growth factor receptor	9606	Homo sapiens	PROTEIN COMPLEX	P16234	PDGFRA	kinase
104773	CHEMBL2095189	Platelet-derived growth factor receptor	9606	Homo sapiens	PROTEIN COMPLEX	P09619	PDGFRB	kinase
104774	CHEMBL2095190	GABA-A receptor; alpha-6/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P18507	GABRG2	ion channel
104774	CHEMBL2095190	GABA-A receptor; alpha-6/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	Q16445	GABRA6	ion channel
104774	CHEMBL2095190	GABA-A receptor; alpha-6/beta-3/gamma-2	9606	Homo sapiens	PROTEIN COMPLEX	P28472	GABRB3	ion channel
104775	CHEMBL2095191	Casein kinase II	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P67870	CSNK2B	kinase
104775	CHEMBL2095191	Casein kinase II	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P67870	CSNK2B	other
104775	CHEMBL2095191	Casein kinase II	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P68400	CSNK2A1	kinase
104775	CHEMBL2095191	Casein kinase II	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P68400	CSNK2A1	other
104775	CHEMBL2095191	Casein kinase II	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P19784	CSNK2A2	kinase
104775	CHEMBL2095191	Casein kinase II	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P19784	CSNK2A2	other
104776	CHEMBL2095192	Opioid receptor	10090	Mus musculus	PROTEIN FAMILY	P32300	OPRD1	other
104776	CHEMBL2095192	Opioid receptor	10090	Mus musculus	PROTEIN FAMILY	P42866	OPRM1	other
104776	CHEMBL2095192	Opioid receptor	10090	Mus musculus	PROTEIN FAMILY	P33534	OPRK1	other
104776	CHEMBL2095192	Opioid receptor	10090	Mus musculus	PROTEIN FAMILY	O55242	SIGMAR1	other
104777	CHEMBL2095193	Tryptase	9606	Homo sapiens	PROTEIN FAMILY	Q9NRR2	TPSG1	other
104777	CHEMBL2095193	Tryptase	9606	Homo sapiens	PROTEIN FAMILY	Q15661	TPSAB1	other
104778	CHEMBL2095194	Coagulation factor VII/tissue factor	9606	Homo sapiens	PROTEIN COMPLEX	P08709	F7	other
104778	CHEMBL2095194	Coagulation factor VII/tissue factor	9606	Homo sapiens	PROTEIN COMPLEX	P13726	F3	other
104780	CHEMBL2095196	Monoamine oxidase	10116	Rattus norvegicus	PROTEIN FAMILY	P19643	MAOB	other
104781	CHEMBL2095197	Protein farnesyltransferase	10116	Rattus norvegicus	PROTEIN COMPLEX	Q02293	CHURC1-FNTB	other
104781	CHEMBL2095197	Protein farnesyltransferase	10116	Rattus norvegicus	PROTEIN COMPLEX	Q02293	FNTB	other
104782	CHEMBL2095198	Sulfonylurea receptor 2, Kir6.2	9606	Homo sapiens	PROTEIN COMPLEX	Q14654	KCNJ11	other
104782	CHEMBL2095198	Sulfonylurea receptor 2, Kir6.2	9606	Homo sapiens	PROTEIN COMPLEX	Q14654	KCNJ11	ion channel
104782	CHEMBL2095198	Sulfonylurea receptor 2, Kir6.2	9606	Homo sapiens	PROTEIN COMPLEX	O60706	ABCC9	other
104782	CHEMBL2095198	Sulfonylurea receptor 2, Kir6.2	9606	Homo sapiens	PROTEIN COMPLEX	O60706	ABCC9	ion channel
104783	CHEMBL2095199	Potassium-transporting ATPase	10116	Rattus norvegicus	PROTEIN COMPLEX	P18598	ATP4B	other
104784	CHEMBL2095200	Serotonin 2 (5-HT2) receptor	9606	Homo sapiens	PROTEIN FAMILY	P28223	HTR2A	other
104784	CHEMBL2095200	Serotonin 2 (5-HT2) receptor	9606	Homo sapiens	PROTEIN FAMILY	P41595	HTR2B	other
104784	CHEMBL2095200	Serotonin 2 (5-HT2) receptor	9606	Homo sapiens	PROTEIN FAMILY	P28335	HTR2C	other
104786	CHEMBL2095202	Troponin, cardiac muscle	9606	Homo sapiens	PROTEIN COMPLEX	P45379	TNNT2	other
104786	CHEMBL2095202	Troponin, cardiac muscle	9606	Homo sapiens	PROTEIN COMPLEX	P63316	TNNC1	other
104786	CHEMBL2095202	Troponin, cardiac muscle	9606	Homo sapiens	PROTEIN COMPLEX	P19429		other
104787	CHEMBL2095203	Adrenergic receptor alpha	9606	Homo sapiens	PROTEIN FAMILY	P25100	ADRA1D	other
104787	CHEMBL2095203	Adrenergic receptor alpha	9606	Homo sapiens	PROTEIN FAMILY	P08913	ADRA2A	other
104787	CHEMBL2095203	Adrenergic receptor alpha	9606	Homo sapiens	PROTEIN FAMILY	P18825	ADRA2C	other
104787	CHEMBL2095203	Adrenergic receptor alpha	9606	Homo sapiens	PROTEIN FAMILY	P18089	ADRA2B	other
104787	CHEMBL2095203	Adrenergic receptor alpha	9606	Homo sapiens	PROTEIN FAMILY	P35348	ADRA1A	other
104787	CHEMBL2095203	Adrenergic receptor alpha	9606	Homo sapiens	PROTEIN FAMILY	P35368	ADRA1B	other
104788	CHEMBL2095204	Trypsin	9606	Homo sapiens	PROTEIN FAMILY	P35030	PRSS3	other
104788	CHEMBL2095204	Trypsin	9606	Homo sapiens	PROTEIN FAMILY	P07478	PRSS2	other
104788	CHEMBL2095204	Trypsin	9606	Homo sapiens	PROTEIN FAMILY	P07477	PRSS1	other
104789	CHEMBL2095205	Monoamine oxidase	9606	Homo sapiens	PROTEIN FAMILY	P27338	MAOB	other
104789	CHEMBL2095205	Monoamine oxidase	9606	Homo sapiens	PROTEIN FAMILY	P21397	MAOA	other
104791	CHEMBL2095215	Ribonucleoside-diphosphate reductase RR1	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P23921	RRM1	other
104791	CHEMBL2095215	Ribonucleoside-diphosphate reductase RR1	9606	Homo sapiens	PROTEIN COMPLEX GROUP	Q7LG56	RRM2B	other
104791	CHEMBL2095215	Ribonucleoside-diphosphate reductase RR1	9606	Homo sapiens	PROTEIN COMPLEX GROUP	P31350	RRM2	other
104792	CHEMBL2095216	Collagenase	9606	Homo sapiens	PROTEIN FAMILY	P45452	MMP13	other
104792	CHEMBL2095216	Collagenase	9606	Homo sapiens	PROTEIN FAMILY	P14780	MMP9	other
104792	CHEMBL2095216	Collagenase	9606	Homo sapiens	PROTEIN FAMILY	P22894	MMP8	other
104792	CHEMBL2095216	Collagenase	9606	Homo sapiens	PROTEIN FAMILY	P08253	MMP2	other
104792	CHEMBL2095216	Collagenase	9606	Homo sapiens	PROTEIN FAMILY	P03956	MMP1	other
104793	CHEMBL2095217	Fibroblast growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P22607	FGFR3	kinase
104793	CHEMBL2095217	Fibroblast growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P22455	FGFR4	kinase
104793	CHEMBL2095217	Fibroblast growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P11362	FGFR1	kinase
104793	CHEMBL2095217	Fibroblast growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P21802	FGFR2	kinase
104797	CHEMBL2095221	Vasopressin V1 receptor	10116	Rattus norvegicus	PROTEIN FAMILY	P30560	AVPR1A	other
104798	CHEMBL2095226	Integrin alpha-5/beta-1	9606	Homo sapiens	PROTEIN COMPLEX	P08648	ITGA5	other
104798	CHEMBL2095226	Integrin alpha-5/beta-1	9606	Homo sapiens	PROTEIN COMPLEX	P05556	ITGB1	other
104799	CHEMBL2095227	Vascular endothelial growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P17948	FLT1	kinase
104799	CHEMBL2095227	Vascular endothelial growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P35916	FLT4	kinase
104799	CHEMBL2095227	Vascular endothelial growth factor receptor	9606	Homo sapiens	PROTEIN FAMILY	P35968	KDR	kinase
104801	CHEMBL2095229	Voltage-gated L-type calcium channel	9606	Homo sapiens	PROTEIN FAMILY	Q13936	CACNA1C	ion channel
104801	CHEMBL2095229	Voltage-gated L-type calcium channel	9606	Homo sapiens	PROTEIN FAMILY	Q01668	CACNA1D	ion channel
104801	CHEMBL2095229	Voltage-gated L-type calcium channel	9606	Homo sapiens	PROTEIN FAMILY	Q13698	CACNA1S	ion channel
104801	CHEMBL2095229	Voltage-gated L-type calcium channel	9606	Homo sapiens	PROTEIN FAMILY	O60840	CACNA1F	ion channel
